Model,DPO2014,CH4
Firmware Version,1.39,
,,
Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1.00E-05,
Sample Interval,1.00E-09,
Filter Frequency,1.00E+08,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1000,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,500,2
Label,,
TIME,CH3,CH4
-9.21E-07,1020,0.0400001
-9.20E-07,1020,0.0400001
-9.19E-07,1040,0.0400001
-9.18E-07,1020,0.0400001
-9.17E-07,1020,-0.0399999
-9.16E-07,1020,0.0400001
-9.15E-07,1020,0.0400001
-9.14E-07,1020,0.0400001
-9.13E-07,1020,0.0400001
-9.12E-07,1040,-0.0399999
-9.11E-07,1020,0.0400001
-9.10E-07,1020,0.0400001
-9.09E-07,1040,0.0400001
-9.08E-07,1020,0.0400001
-9.07E-07,1020,0.0400001
-9.06E-07,1020,0.0400001
-9.05E-07,1020,0.0400001
-9.04E-07,1020,0.0400001
-9.03E-07,1020,0.0400001
-9.02E-07,1020,0.0400001
-9.01E-07,1020,-0.0399999
-9.00E-07,1020,0.0400001
-8.99E-07,1020,0.0400001
-8.98E-07,1020,0.0400001
-8.97E-07,1020,0.0400001
-8.96E-07,1000,0.0400001
-8.95E-07,1020,0.0400001
-8.94E-07,1020,0.0400001
-8.93E-07,1040,0.0400001
-8.92E-07,1020,-0.0399999
-8.91E-07,1040,0.0400001
-8.90E-07,1040,0.0400001
-8.89E-07,1040,0.0400001
-8.88E-07,1040,0.0400001
-8.87E-07,1040,-0.0399999
-8.86E-07,1020,0.0400001
-8.85E-07,1020,-0.0399999
-8.84E-07,1020,0.0400001
-8.83E-07,1040,0.0400001
-8.82E-07,1020,0.0400001
-8.81E-07,1020,0.0400001
-8.80E-07,1000,0.0400001
-8.79E-07,1020,0.0400001
-8.78E-07,1020,0.0400001
-8.77E-07,1020,-0.0399999
-8.76E-07,1020,0.0400001
-8.75E-07,1020,-0.0399999
-8.74E-07,1020,0.0400001
-8.73E-07,1020,-0.0399999
-8.72E-07,1020,0.0400001
-8.71E-07,1040,-0.0399999
-8.70E-07,1020,0.0400001
-8.69E-07,1040,0.0400001
-8.68E-07,1020,0.0400001
-8.67E-07,1040,0.0400001
-8.66E-07,1020,0.0400001
-8.65E-07,1020,0.0400001
-8.64E-07,1020,0.0400001
-8.63E-07,1040,0.0400001
-8.62E-07,1020,0.0400001
-8.61E-07,1040,0.0400001
-8.60E-07,1020,0.0400001
-8.59E-07,1020,0.0400001
-8.58E-07,1020,0.0400001
-8.57E-07,1020,0.0400001
-8.56E-07,1020,0.0400001
-8.55E-07,1040,0.0400001
-8.54E-07,1020,0.0400001
-8.53E-07,1020,0.0400001
-8.52E-07,1020,0.0400001
-8.51E-07,1040,0.0400001
-8.50E-07,1020,-0.0399999
-8.49E-07,1020,-0.0399999
-8.48E-07,1020,0.0400001
-8.47E-07,1020,0.0400001
-8.46E-07,1020,0.0400001
-8.45E-07,1020,0.0400001
-8.44E-07,1020,0.0400001
-8.43E-07,1040,0.0400001
-8.42E-07,1020,0.0400001
-8.41E-07,1020,0.0400001
-8.40E-07,1020,0.0400001
-8.39E-07,1020,0.0400001
-8.38E-07,1020,0.0400001
-8.37E-07,1020,0.0400001
-8.36E-07,1020,0.0400001
-8.35E-07,1040,0.0400001
-8.34E-07,1040,0.0400001
-8.33E-07,1020,0.0400001
-8.32E-07,1020,0.0400001
-8.31E-07,1020,0.0400001
-8.30E-07,1020,0.0400001
-8.29E-07,1040,0.0400001
-8.28E-07,1020,0.0400001
-8.27E-07,1020,-0.0399999
-8.26E-07,1020,0.0400001
-8.25E-07,1020,-0.0399999
-8.24E-07,1000,0.0400001
-8.23E-07,1000,0.0400001
-8.22E-07,1000,0.0400001
-8.21E-07,1020,0.0400001
-8.20E-07,1020,0.0400001
-8.19E-07,1020,0.0400001
-8.18E-07,1020,-0.0399999
-8.17E-07,1020,0.0400001
-8.16E-07,1000,-0.0399999
-8.15E-07,1020,0.0400001
-8.14E-07,1020,0.0400001
-8.13E-07,1040,0.0400001
-8.12E-07,1020,0.0400001
-8.11E-07,1020,0.0400001
-8.10E-07,1020,0.0400001
-8.09E-07,1020,0.0400001
-8.08E-07,1020,0.0400001
-8.07E-07,1020,0.0400001
-8.06E-07,1020,0.0400001
-8.05E-07,1000,0.0400001
-8.04E-07,1020,0.0400001
-8.03E-07,1020,0.0400001
-8.02E-07,1020,0.0400001
-8.01E-07,1020,0.0400001
-8.00E-07,1020,0.0400001
-7.99E-07,1020,0.0400001
-7.98E-07,1020,0.0400001
-7.97E-07,1040,0.0400001
-7.96E-07,1020,0.0400001
-7.95E-07,1020,-0.0399999
-7.94E-07,1020,0.0400001
-7.93E-07,1020,-0.0399999
-7.92E-07,1020,0.0400001
-7.91E-07,1020,0.0400001
-7.90E-07,1020,0.0400001
-7.89E-07,1040,0.0400001
-7.88E-07,1020,0.0400001
-7.87E-07,1040,0.0400001
-7.86E-07,1020,0.0400001
-7.85E-07,1020,0.0400001
-7.84E-07,1020,0.0400001
-7.83E-07,1020,0.0400001
-7.82E-07,1020,0.0400001
-7.81E-07,1020,0.0400001
-7.80E-07,1020,0.0400001
-7.79E-07,1020,0.0400001
-7.78E-07,1020,0.0400001
-7.77E-07,1020,0.0400001
-7.76E-07,1020,0.0400001
-7.75E-07,1020,0.0400001
-7.74E-07,1020,0.0400001
-7.73E-07,1040,0.0400001
-7.72E-07,1020,0.0400001
-7.71E-07,1020,0.0400001
-7.70E-07,1020,0.0400001
-7.69E-07,1020,0.0400001
-7.68E-07,1020,0.0400001
-7.67E-07,1020,0.0400001
-7.66E-07,1000,0.0400001
-7.65E-07,1020,0.0400001
-7.64E-07,1020,0.0400001
-7.63E-07,1020,0.0400001
-7.62E-07,1020,0.0400001
-7.61E-07,1020,0.0400001
-7.60E-07,1020,0.0400001
-7.59E-07,1020,0.0400001
-7.58E-07,1020,0.0400001
-7.57E-07,1020,0.0400001
-7.56E-07,1000,0.0400001
-7.55E-07,1020,0.0400001
-7.54E-07,1000,0.0400001
-7.53E-07,1040,0.0400001
-7.52E-07,1040,0.0400001
-7.51E-07,1040,0.0400001
-7.50E-07,1020,0.0400001
-7.49E-07,1020,0.0400001
-7.48E-07,1040,0.0400001
-7.47E-07,1020,0.0400001
-7.46E-07,1020,0.0400001
-7.45E-07,1020,0.0400001
-7.44E-07,1020,0.0400001
-7.43E-07,1020,-0.0399999
-7.42E-07,1020,0.0400001
-7.41E-07,1020,-0.0399999
-7.40E-07,1020,0.0400001
-7.39E-07,1020,-0.0399999
-7.38E-07,1020,0.0400001
-7.37E-07,1020,0.0400001
-7.36E-07,1020,0.0400001
-7.35E-07,1020,0.0400001
-7.34E-07,1020,0.0400001
-7.33E-07,1020,0.0400001
-7.32E-07,1020,0.0400001
-7.31E-07,1020,0.0400001
-7.30E-07,1020,0.0400001
-7.29E-07,1020,0.0400001
-7.28E-07,1020,0.0400001
-7.27E-07,1020,0.0400001
-7.26E-07,1020,0.0400001
-7.25E-07,1020,0.0400001
-7.24E-07,1020,0.0400001
-7.23E-07,1020,0.0400001
-7.22E-07,1020,0.0400001
-7.21E-07,1000,0.0400001
-7.20E-07,1000,0.0400001
-7.19E-07,1020,0.0400001
-7.18E-07,1020,0.0400001
-7.17E-07,1040,0.0400001
-7.16E-07,1020,0.0400001
-7.15E-07,1040,0.0400001
-7.14E-07,1020,0.0400001
-7.13E-07,1020,0.0400001
-7.12E-07,1020,0.0400001
-7.11E-07,1040,0.0400001
-7.10E-07,1040,0.0400001
-7.09E-07,1040,-0.0399999
-7.08E-07,1020,0.0400001
-7.07E-07,1020,0.0400001
-7.06E-07,1020,0.0400001
-7.05E-07,1040,0.0400001
-7.04E-07,1020,0.0400001
-7.03E-07,1040,0.0400001
-7.02E-07,1020,0.0400001
-7.01E-07,1020,0.0400001
-7.00E-07,1020,0.0400001
-6.99E-07,1040,0.0400001
-6.98E-07,1020,0.0400001
-6.97E-07,1020,0.0400001
-6.96E-07,1000,0.0400001
-6.95E-07,1020,0.0400001
-6.94E-07,1020,0.0400001
-6.93E-07,1020,0.0400001
-6.92E-07,1020,0.0400001
-6.91E-07,1020,0.0400001
-6.90E-07,1000,0.0400001
-6.89E-07,1020,0.0400001
-6.88E-07,1020,0.0400001
-6.87E-07,1020,-0.0399999
-6.86E-07,1000,0.0400001
-6.85E-07,1000,0.0400001
-6.84E-07,1000,0.0400001
-6.83E-07,1040,0.0400001
-6.82E-07,1020,0.0400001
-6.81E-07,1040,0.0400001
-6.80E-07,1020,0.0400001
-6.79E-07,1040,0.0400001
-6.78E-07,1020,0.0400001
-6.77E-07,1040,0.0400001
-6.76E-07,1020,0.0400001
-6.75E-07,1040,0.0400001
-6.74E-07,1020,0.0400001
-6.73E-07,1020,0.0400001
-6.72E-07,1020,0.0400001
-6.71E-07,1020,0.0400001
-6.70E-07,1020,0.0400001
-6.69E-07,1040,0.0400001
-6.68E-07,1020,0.0400001
-6.67E-07,1020,0.0400001
-6.66E-07,1000,0.0400001
-6.65E-07,1020,0.0400001
-6.64E-07,1020,0.0400001
-6.63E-07,1040,0.0400001
-6.62E-07,1020,0.0400001
-6.61E-07,1040,0.0400001
-6.60E-07,1020,0.0400001
-6.59E-07,1040,0.0400001
-6.58E-07,1040,0.0400001
-6.57E-07,1040,0.0400001
-6.56E-07,1040,0.0400001
-6.55E-07,1040,-0.0399999
-6.54E-07,1020,0.0400001
-6.53E-07,1040,0.0400001
-6.52E-07,1020,0.0400001
-6.51E-07,1020,0.0400001
-6.50E-07,1020,0.0400001
-6.49E-07,1020,0.0400001
-6.48E-07,1020,0.0400001
-6.47E-07,1020,0.0400001
-6.46E-07,1000,0.0400001
-6.45E-07,1000,0.0400001
-6.44E-07,1000,0.0400001
-6.43E-07,1020,0.0400001
-6.42E-07,1020,0.0400001
-6.41E-07,1020,0.0400001
-6.40E-07,1020,0.0400001
-6.39E-07,1020,0.0400001
-6.38E-07,1020,0.0400001
-6.37E-07,1040,0.0400001
-6.36E-07,1020,0.0400001
-6.35E-07,1020,0.0400001
-6.34E-07,1020,0.0400001
-6.33E-07,1020,0.0400001
-6.32E-07,1020,0.0400001
-6.31E-07,1020,0.0400001
-6.30E-07,1020,0.0400001
-6.29E-07,1020,0.0400001
-6.28E-07,1020,0.0400001
-6.27E-07,1020,0.0400001
-6.26E-07,1020,0.0400001
-6.25E-07,1020,0.0400001
-6.24E-07,1020,0.0400001
-6.23E-07,1020,0.0400001
-6.22E-07,1020,0.0400001
-6.21E-07,1020,0.0400001
-6.20E-07,1020,0.0400001
-6.19E-07,1020,-0.0399999
-6.18E-07,1020,0.0400001
-6.17E-07,1020,-0.0399999
-6.16E-07,1020,0.0400001
-6.15E-07,1020,-0.0399999
-6.14E-07,1020,0.0400001
-6.13E-07,1020,-0.0399999
-6.12E-07,1000,0.0400001
-6.11E-07,1020,0.0400001
-6.10E-07,1000,0.0400001
-6.09E-07,1020,0.0400001
-6.08E-07,1020,0.0400001
-6.07E-07,1020,0.0400001
-6.06E-07,1020,0.0400001
-6.05E-07,1020,0.0400001
-6.04E-07,1040,-0.0399999
-6.03E-07,1040,-0.0399999
-6.02E-07,1020,0.0400001
-6.01E-07,1040,0.0400001
-6.00E-07,1020,0.0400001
-5.99E-07,1020,0.0400001
-5.98E-07,1020,0.0400001
-5.97E-07,1020,0.0400001
-5.96E-07,1020,0.0400001
-5.95E-07,1040,0.0400001
-5.94E-07,1020,0.0400001
-5.93E-07,1040,0.0400001
-5.92E-07,1020,0.0400001
-5.91E-07,1040,0.0400001
-5.90E-07,1020,0.0400001
-5.89E-07,1020,-0.0399999
-5.88E-07,1020,-0.0399999
-5.87E-07,1020,-0.0399999
-5.86E-07,1000,-0.0399999
-5.85E-07,1020,0.0400001
-5.84E-07,1020,0.0400001
-5.83E-07,1040,0.0400001
-5.82E-07,1020,0.0400001
-5.81E-07,1020,-0.0399999
-5.80E-07,1020,0.0400001
-5.79E-07,1020,-0.0399999
-5.78E-07,1020,0.0400001
-5.77E-07,1020,0.0400001
-5.76E-07,1020,0.0400001
-5.75E-07,1020,0.0400001
-5.74E-07,1020,0.0400001
-5.73E-07,1020,-0.0399999
-5.72E-07,1020,0.0400001
-5.71E-07,1020,0.0400001
-5.70E-07,1020,0.0400001
-5.69E-07,1020,-0.0399999
-5.68E-07,1020,0.0400001
-5.67E-07,1020,-0.0399999
-5.66E-07,1020,0.0400001
-5.65E-07,1020,0.0400001
-5.64E-07,1020,0.0400001
-5.63E-07,1020,0.0400001
-5.62E-07,1020,0.0400001
-5.61E-07,1040,0.0400001
-5.60E-07,1020,0.0400001
-5.59E-07,1020,0.0400001
-5.58E-07,1020,0.0400001
-5.57E-07,1040,0.0400001
-5.56E-07,1020,0.0400001
-5.55E-07,1040,0.0400001
-5.54E-07,1020,0.0400001
-5.53E-07,1020,0.0400001
-5.52E-07,1020,0.0400001
-5.51E-07,1040,0.0400001
-5.50E-07,1020,0.0400001
-5.49E-07,1020,0.0400001
-5.48E-07,1020,0.0400001
-5.47E-07,1020,0.0400001
-5.46E-07,1000,0.0400001
-5.45E-07,1020,0.0400001
-5.44E-07,1000,0.12
-5.43E-07,1020,0.0400001
-5.42E-07,1000,0.0400001
-5.41E-07,1020,0.0400001
-5.40E-07,1020,0.0400001
-5.39E-07,1020,-0.0399999
-5.38E-07,1020,0.0400001
-5.37E-07,1020,-0.0399999
-5.36E-07,1000,-0.0399999
-5.35E-07,1020,-0.0399999
-5.34E-07,1020,-0.0399999
-5.33E-07,1020,0.0400001
-5.32E-07,1000,0.0400001
-5.31E-07,1000,0.0400001
-5.30E-07,1000,0.0400001
-5.29E-07,1020,0.0400001
-5.28E-07,1020,0.0400001
-5.27E-07,1020,0.0400001
-5.26E-07,1020,0.0400001
-5.25E-07,1020,-0.0399999
-5.24E-07,1020,0.0400001
-5.23E-07,1020,-0.0399999
-5.22E-07,1020,0.0400001
-5.21E-07,1020,-0.0399999
-5.20E-07,1020,-0.0399999
-5.19E-07,1040,0.0400001
-5.18E-07,1020,-0.0399999
-5.17E-07,1040,-0.0399999
-5.16E-07,1020,-0.0399999
-5.15E-07,1040,0.0400001
-5.14E-07,1020,0.0400001
-5.13E-07,1020,0.0400001
-5.12E-07,1000,0.0400001
-5.11E-07,1020,0.0400001
-5.10E-07,1000,0.0400001
-5.09E-07,1020,0.0400001
-5.08E-07,1020,0.0400001
-5.07E-07,1020,-0.0399999
-5.06E-07,1020,0.0400001
-5.05E-07,1040,0.0400001
-5.04E-07,1020,0.0400001
-5.03E-07,1020,0.0400001
-5.02E-07,1020,0.0400001
-5.01E-07,1020,0.0400001
-5.00E-07,1000,0.0400001
-4.99E-07,1020,0.0400001
-4.98E-07,1020,0.0400001
-4.97E-07,1020,-0.0399999
-4.96E-07,1020,-0.0399999
-4.95E-07,1020,-0.0399999
-4.94E-07,1020,-0.0399999
-4.93E-07,1000,0.0400001
-4.92E-07,1000,0.0400001
-4.91E-07,1000,0.0400001
-4.90E-07,1000,0.0400001
-4.89E-07,1000,0.0400001
-4.88E-07,1000,0.0400001
-4.87E-07,1020,0.0400001
-4.86E-07,1000,0.0400001
-4.85E-07,1020,0.0400001
-4.84E-07,1000,-0.0399999
-4.83E-07,1020,0.0400001
-4.82E-07,1020,-0.0399999
-4.81E-07,1020,0.0400001
-4.80E-07,1020,0.0400001
-4.79E-07,1020,0.0400001
-4.78E-07,1020,0.0400001
-4.77E-07,1020,-0.0399999
-4.76E-07,1020,0.0400001
-4.75E-07,1020,-0.0399999
-4.74E-07,1020,0.0400001
-4.73E-07,1020,0.0400001
-4.72E-07,1020,0.0400001
-4.71E-07,1020,0.0400001
-4.70E-07,1020,0.0400001
-4.69E-07,1020,0.0400001
-4.68E-07,1000,0.0400001
-4.67E-07,1020,0.0400001
-4.66E-07,1020,0.0400001
-4.65E-07,1020,0.0400001
-4.64E-07,1020,0.0400001
-4.63E-07,1040,0.0400001
-4.62E-07,1020,0.0400001
-4.61E-07,1020,-0.0399999
-4.60E-07,1020,0.0400001
-4.59E-07,1020,-0.0399999
-4.58E-07,1000,0.0400001
-4.57E-07,1020,0.0400001
-4.56E-07,1000,0.0400001
-4.55E-07,1020,-0.0399999
-4.54E-07,1000,0.0400001
-4.53E-07,1020,-0.0399999
-4.52E-07,1000,0.0400001
-4.51E-07,1020,0.0400001
-4.50E-07,1020,0.0400001
-4.49E-07,1020,0.0400001
-4.48E-07,1020,0.0400001
-4.47E-07,1020,0.0400001
-4.46E-07,1020,0.0400001
-4.45E-07,1020,0.0400001
-4.44E-07,1020,0.0400001
-4.43E-07,1040,0.0400001
-4.42E-07,1020,0.0400001
-4.41E-07,1020,0.0400001
-4.40E-07,1020,0.0400001
-4.39E-07,1020,0.0400001
-4.38E-07,1000,0.0400001
-4.37E-07,1020,0.0400001
-4.36E-07,1000,0.0400001
-4.35E-07,1020,0.0400001
-4.34E-07,1000,0.0400001
-4.33E-07,1020,0.0400001
-4.32E-07,1020,0.0400001
-4.31E-07,1020,0.0400001
-4.30E-07,1000,0.0400001
-4.29E-07,1020,0.0400001
-4.28E-07,1000,0.0400001
-4.27E-07,1020,0.0400001
-4.26E-07,1020,0.0400001
-4.25E-07,1020,0.0400001
-4.24E-07,1020,0.0400001
-4.23E-07,1020,-0.0399999
-4.22E-07,1000,0.0400001
-4.21E-07,1020,0.0400001
-4.20E-07,1020,0.0400001
-4.19E-07,1020,0.0400001
-4.18E-07,1020,0.0400001
-4.17E-07,1020,0.0400001
-4.16E-07,1020,0.0400001
-4.15E-07,1020,0.0400001
-4.14E-07,1000,0.0400001
-4.13E-07,1020,0.0400001
-4.12E-07,1020,0.0400001
-4.11E-07,1020,0.0400001
-4.10E-07,1000,0.0400001
-4.09E-07,1020,0.0400001
-4.08E-07,1000,0.0400001
-4.07E-07,1040,0.0400001
-4.06E-07,1020,0.0400001
-4.05E-07,1040,0.0400001
-4.04E-07,1020,-0.0399999
-4.03E-07,1020,0.0400001
-4.02E-07,1020,0.0400001
-4.01E-07,1020,0.0400001
-4.00E-07,1020,0.0400001
-3.99E-07,1020,0.0400001
-3.98E-07,1040,0.0400001
-3.97E-07,1040,0.0400001
-3.96E-07,1040,0.0400001
-3.95E-07,1040,0.0400001
-3.94E-07,1020,0.0400001
-3.93E-07,1000,0.0400001
-3.92E-07,1000,0.0400001
-3.91E-07,1020,0.0400001
-3.90E-07,1000,0.0400001
-3.89E-07,1040,-0.0399999
-3.88E-07,1020,0.0400001
-3.87E-07,1040,-0.0399999
-3.86E-07,1020,0.0400001
-3.85E-07,1040,-0.0399999
-3.84E-07,1020,0.0400001
-3.83E-07,1020,0.0400001
-3.82E-07,1000,0.0400001
-3.81E-07,1020,-0.0399999
-3.80E-07,1020,-0.0399999
-3.79E-07,1020,-0.0399999
-3.78E-07,1020,-0.0399999
-3.77E-07,1020,0.0400001
-3.76E-07,1000,0.0400001
-3.75E-07,1020,0.0400001
-3.74E-07,1000,0.0400001
-3.73E-07,1020,-0.0399999
-3.72E-07,1000,0.0400001
-3.71E-07,1020,0.0400001
-3.70E-07,1020,0.0400001
-3.69E-07,1020,0.0400001
-3.68E-07,1020,0.0400001
-3.67E-07,1020,0.0400001
-3.66E-07,1000,0.0400001
-3.65E-07,1020,-0.0399999
-3.64E-07,1000,0.0400001
-3.63E-07,1020,-0.0399999
-3.62E-07,1020,0.0400001
-3.61E-07,1020,0.0400001
-3.60E-07,1020,0.0400001
-3.59E-07,1020,0.0400001
-3.58E-07,1020,0.0400001
-3.57E-07,1020,0.0400001
-3.56E-07,1020,0.0400001
-3.55E-07,1020,0.0400001
-3.54E-07,1000,0.0400001
-3.53E-07,1020,0.0400001
-3.52E-07,1000,0.0400001
-3.51E-07,1020,0.0400001
-3.50E-07,1020,0.0400001
-3.49E-07,1020,-0.0399999
-3.48E-07,1020,0.0400001
-3.47E-07,1040,0.0400001
-3.46E-07,1040,0.0400001
-3.45E-07,1040,0.0400001
-3.44E-07,1020,0.0400001
-3.43E-07,1020,0.0400001
-3.42E-07,1020,0.0400001
-3.41E-07,1020,0.0400001
-3.40E-07,1020,0.0400001
-3.39E-07,1020,-0.0399999
-3.38E-07,1000,0.0400001
-3.37E-07,1020,0.0400001
-3.36E-07,1020,0.0400001
-3.35E-07,1020,0.0400001
-3.34E-07,1020,0.0400001
-3.33E-07,1020,0.0400001
-3.32E-07,1020,0.0400001
-3.31E-07,1020,0.0400001
-3.30E-07,1020,0.0400001
-3.29E-07,1020,0.0400001
-3.28E-07,1020,0.0400001
-3.27E-07,1020,0.0400001
-3.26E-07,1000,0.0400001
-3.25E-07,1020,0.0400001
-3.24E-07,1020,0.0400001
-3.23E-07,1020,0.0400001
-3.22E-07,1000,-0.0399999
-3.21E-07,1020,-0.0399999
-3.20E-07,1020,-0.0399999
-3.19E-07,1020,-0.0399999
-3.18E-07,1020,0.0400001
-3.17E-07,1040,0.0400001
-3.16E-07,1020,0.0400001
-3.15E-07,1020,-0.0399999
-3.14E-07,1020,-0.0399999
-3.13E-07,1020,-0.0399999
-3.12E-07,1000,0.0400001
-3.11E-07,1020,-0.0399999
-3.10E-07,1020,0.0400001
-3.09E-07,1020,0.0400001
-3.08E-07,1020,0.0400001
-3.07E-07,1020,-0.0399999
-3.06E-07,1020,0.0400001
-3.05E-07,1020,0.0400001
-3.04E-07,1020,0.0400001
-3.03E-07,1020,-0.0399999
-3.02E-07,1020,-0.0399999
-3.01E-07,1040,-0.0399999
-3.00E-07,1020,0.0400001
-2.99E-07,1020,-0.0399999
-2.98E-07,1020,0.0400001
-2.97E-07,1020,-0.0399999
-2.96E-07,1000,0.0400001
-2.95E-07,1020,-0.0399999
-2.94E-07,1020,-0.0399999
-2.93E-07,1020,-0.0399999
-2.92E-07,1020,-0.0399999
-2.91E-07,1040,0.0400001
-2.90E-07,1020,0.0400001
-2.89E-07,1040,-0.0399999
-2.88E-07,1020,0.0400001
-2.87E-07,1020,0.0400001
-2.86E-07,1000,0.0400001
-2.85E-07,1020,0.0400001
-2.84E-07,1020,0.0400001
-2.83E-07,1020,0.0400001
-2.82E-07,1020,0.0400001
-2.81E-07,1020,0.0400001
-2.80E-07,1000,0.0400001
-2.79E-07,1020,-0.0399999
-2.78E-07,1020,0.0400001
-2.77E-07,1020,0.0400001
-2.76E-07,1020,0.0400001
-2.75E-07,1040,0.0400001
-2.74E-07,1020,0.0400001
-2.73E-07,1020,0.0400001
-2.72E-07,1020,0.0400001
-2.71E-07,1020,0.0400001
-2.70E-07,1020,0.0400001
-2.69E-07,1040,0.0400001
-2.68E-07,1020,0.0400001
-2.67E-07,1020,0.0400001
-2.66E-07,1020,0.0400001
-2.65E-07,1020,-0.0399999
-2.64E-07,1000,0.0400001
-2.63E-07,1000,-0.0399999
-2.62E-07,1000,0.0400001
-2.61E-07,1020,0.0400001
-2.60E-07,1020,0.0400001
-2.59E-07,1020,-0.0399999
-2.58E-07,1020,0.0400001
-2.57E-07,1020,0.0400001
-2.56E-07,1020,0.0400001
-2.55E-07,1020,-0.0399999
-2.54E-07,1020,0.0400001
-2.53E-07,1020,0.0400001
-2.52E-07,1000,0.0400001
-2.51E-07,1020,0.0400001
-2.50E-07,1020,0.0400001
-2.49E-07,1020,0.0400001
-2.48E-07,1020,0.0400001
-2.47E-07,1020,0.0400001
-2.46E-07,1020,0.0400001
-2.45E-07,1020,-0.0399999
-2.44E-07,1000,0.0400001
-2.43E-07,1000,0.0400001
-2.42E-07,1000,0.0400001
-2.41E-07,1020,0.0400001
-2.40E-07,1000,0.0400001
-2.39E-07,1020,0.0400001
-2.38E-07,1000,0.0400001
-2.37E-07,1020,0.0400001
-2.36E-07,1020,0.0400001
-2.35E-07,1020,0.0400001
-2.34E-07,1020,-0.0399999
-2.33E-07,1020,0.0400001
-2.32E-07,1020,0.0400001
-2.31E-07,1020,0.0400001
-2.30E-07,1020,0.0400001
-2.29E-07,1020,0.0400001
-2.28E-07,1020,0.0400001
-2.27E-07,1040,0.0400001
-2.26E-07,1020,0.0400001
-2.25E-07,1020,0.0400001
-2.24E-07,1020,0.0400001
-2.23E-07,1020,0.0400001
-2.22E-07,1020,0.0400001
-2.21E-07,1020,0.0400001
-2.20E-07,1020,0.0400001
-2.19E-07,1040,0.0400001
-2.18E-07,1020,0.0400001
-2.17E-07,1020,0.0400001
-2.16E-07,1000,0.0400001
-2.15E-07,1020,0.0400001
-2.14E-07,1000,0.0400001
-2.13E-07,1020,0.0400001
-2.12E-07,1020,0.0400001
-2.11E-07,1040,0.0400001
-2.10E-07,1020,0.0400001
-2.09E-07,1020,-0.0399999
-2.08E-07,1000,0.0400001
-2.07E-07,1020,-0.0399999
-2.06E-07,1020,0.0400001
-2.05E-07,1020,0.0400001
-2.04E-07,1020,0.0400001
-2.03E-07,1020,0.0400001
-2.02E-07,1020,0.0400001
-2.01E-07,1040,0.0400001
-2.00E-07,1020,0.0400001
-1.99E-07,1040,0.0400001
-1.98E-07,1020,0.0400001
-1.97E-07,1020,0.0400001
-1.96E-07,1020,0.0400001
-1.95E-07,1020,0.0400001
-1.94E-07,1020,-0.0399999
-1.93E-07,1020,0.0400001
-1.92E-07,1020,0.0400001
-1.91E-07,1020,0.0400001
-1.90E-07,1020,0.0400001
-1.89E-07,1020,0.0400001
-1.88E-07,1020,0.0400001
-1.87E-07,1020,-0.0399999
-1.86E-07,1020,0.0400001
-1.85E-07,1040,0.0400001
-1.84E-07,1020,0.0400001
-1.83E-07,1040,0.0400001
-1.82E-07,1020,0.0400001
-1.81E-07,1040,-0.0399999
-1.80E-07,1020,-0.0399999
-1.79E-07,1020,-0.0399999
-1.78E-07,1020,-0.0399999
-1.77E-07,1040,-0.0399999
-1.76E-07,1020,0.0400001
-1.75E-07,1020,0.0400001
-1.74E-07,1000,0.0400001
-1.73E-07,1020,0.0400001
-1.72E-07,1020,0.0400001
-1.71E-07,1020,0.0400001
-1.70E-07,1020,0.0400001
-1.69E-07,1020,0.0400001
-1.68E-07,1020,0.0400001
-1.67E-07,1040,-0.0399999
-1.66E-07,1040,0.0400001
-1.65E-07,1040,-0.0399999
-1.64E-07,1020,0.0400001
-1.63E-07,1020,0.0400001
-1.62E-07,1020,0.0400001
-1.61E-07,1020,0.0400001
-1.60E-07,1000,0.0400001
-1.59E-07,1040,0.0400001
-1.58E-07,1020,0.0400001
-1.57E-07,1020,0.0400001
-1.56E-07,1000,0.0400001
-1.55E-07,1020,-0.0399999
-1.54E-07,1020,0.0400001
-1.53E-07,1020,0.0400001
-1.52E-07,1020,0.0400001
-1.51E-07,1020,0.0400001
-1.50E-07,1020,-0.0399999
-1.49E-07,1020,-0.0399999
-1.48E-07,1020,-0.0399999
-1.47E-07,1020,-0.0399999
-1.46E-07,1020,-0.0399999
-1.45E-07,1040,-0.0399999
-1.44E-07,1020,-0.0399999
-1.43E-07,1020,-0.0399999
-1.42E-07,1020,-0.0399999
-1.41E-07,1020,-0.0399999
-1.40E-07,1020,-0.0399999
-1.39E-07,1040,0.0400001
-1.38E-07,1020,0.0400001
-1.37E-07,1040,0.0400001
-1.36E-07,1020,0.0400001
-1.35E-07,1040,0.0400001
-1.34E-07,1020,0.0400001
-1.33E-07,1040,0.0400001
-1.32E-07,1020,0.0400001
-1.31E-07,1020,0.0400001
-1.30E-07,1020,0.0400001
-1.29E-07,1020,0.0400001
-1.28E-07,1020,0.0400001
-1.27E-07,1020,0.0400001
-1.26E-07,1020,0.0400001
-1.25E-07,1020,0.0400001
-1.24E-07,1020,0.0400001
-1.23E-07,1040,0.0400001
-1.22E-07,1040,0.0400001
-1.21E-07,1020,0.0400001
-1.20E-07,1000,0.0400001
-1.19E-07,1020,0.0400001
-1.18E-07,1020,0.0400001
